Observer point at r[822]=1.000358e+00 AU
   time           vr          rho         temp           Bp          prs
5.345997e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.346543e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.347084e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.347621e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.348153e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.348680e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.349204e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.349723e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.350237e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.350748e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.351255e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.351758e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.352257e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.352752e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.353243e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.353731e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.354216e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.354697e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.355174e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.355648e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.356119e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.356587e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.357052e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.357513e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.357972e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.358427e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.358880e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.359330e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.359777e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.360221e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.360663e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.361102e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.361538e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.361972e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.362404e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.362832e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.363259e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.363683e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.364105e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.364525e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.364942e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.365358e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.365771e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.366182e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.366591e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.366998e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.367402e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.367805e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.368206e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.368606e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.369003e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.369398e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.369792e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.370184e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.370574e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.370962e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.371349e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.371734e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.372118e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.372500e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.372880e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.373259e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.373636e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.374012e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.374387e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.374760e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.375131e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.375501e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.375870e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.376237e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.376604e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.376968e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.377332e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.377694e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.378055e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.378415e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.378774e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.379131e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.379487e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.379843e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.380197e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.380550e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.380901e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.381252e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.381602e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.381951e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.382298e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.382645e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.382991e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.383336e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.383679e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.384022e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.384364e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.384705e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.385045e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.385385e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.385723e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.386061e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.386397e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.386733e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.387069e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.387403e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.387736e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.388069e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.388401e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.388732e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.389063e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.389393e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.389722e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.390050e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.390378e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.390705e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.391032e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.391357e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.391683e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.392007e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.392331e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.392654e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.392977e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.393299e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.393621e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.393942e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.394262e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.394582e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.394902e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.395221e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.395539e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.395857e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.396174e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.396491e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.396808e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.397124e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.397439e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.397754e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.398069e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.398383e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.398697e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.399011e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.399324e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.399636e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.399949e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.400261e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.400572e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.400883e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.401194e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.401505e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.401815e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.402125e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.402434e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.402744e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.403053e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.403361e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.403670e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.403978e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.404286e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.404593e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.404901e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.405208e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.405515e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.405822e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.406128e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.406434e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.406740e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.407046e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.407352e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.407657e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.407963e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.408268e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.408573e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.408878e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.409182e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.409487e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.409791e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.410096e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.410400e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.410704e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.411008e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.411312e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.411616e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.411919e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.412223e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.412527e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.412830e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.413133e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.413437e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.413740e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.414043e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.414346e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.414649e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.414951e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.415254e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.415556e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.415859e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.416161e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.416464e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.416766e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.417068e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.417370e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.417672e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.417974e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.418276e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.418577e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.418879e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.419181e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.419482e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.419783e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.420085e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.420386e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.420687e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.420989e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.421290e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.421591e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.421892e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.422193e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.422494e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.422795e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.423095e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.423396e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.423697e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.423998e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.424298e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.424599e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.424900e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.425200e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.425501e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.425801e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.426101e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.426402e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.426702e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.427002e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.427303e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.427603e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.427903e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.428203e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.428504e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.428804e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.429104e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.429404e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.429705e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.430005e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.430305e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.430605e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.430906e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.431206e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.431506e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.431807e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.432107e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.432408e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.432708e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.433009e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.433309e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.433610e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.433911e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.434212e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.434512e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.434813e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.435114e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.435415e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.435717e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.436018e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.436319e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.436621e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.436922e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.437224e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.437526e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.437828e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.438130e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.438432e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.438734e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.439036e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.439339e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.439642e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.439944e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.440247e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.440550e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.440853e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.441156e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.441460e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.441763e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.442067e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.442371e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.442675e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.442979e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.443283e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.443587e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.443892e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.444197e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.444502e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.444807e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
5.445112e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
