Observer point at r[822]=1.000358e+00 AU
   time           vr          rho         temp           Bp          prs
2.155167e-03 2.351437e+02 7.370033e+01 4.799095e+05 3.531271e+02 4.901310e+05
2.156045e-03 2.350890e+02 7.362111e+01 4.796515e+05 3.528951e+02 4.893410e+05
2.156923e-03 2.350342e+02 7.354197e+01 4.793936e+05 3.526632e+02 4.885522e+05
2.157801e-03 2.349795e+02 7.346291e+01 4.791358e+05 3.524314e+02 4.877645e+05
2.158679e-03 2.349248e+02 7.338391e+01 4.788782e+05 3.521997e+02 4.869780e+05
2.159557e-03 2.348700e+02 7.330500e+01 4.786206e+05 3.519680e+02 4.861927e+05
2.160434e-03 2.348153e+02 7.322615e+01 4.783631e+05 3.517365e+02 4.854085e+05
2.161312e-03 2.347605e+02 7.314738e+01 4.781058e+05 3.515051e+02 4.846255e+05
2.162190e-03 2.347057e+02 7.306869e+01 4.778485e+05 3.512738e+02 4.838436e+05
2.163068e-03 2.346509e+02 7.299007e+01 4.775914e+05 3.510425e+02 4.830629e+05
2.163946e-03 2.345961e+02 7.291152e+01 4.773343e+05 3.508114e+02 4.822834e+05
2.164824e-03 2.345413e+02 7.283305e+01 4.770774e+05 3.505803e+02 4.815050e+05
2.165702e-03 2.344864e+02 7.275465e+01 4.768205e+05 3.503494e+02 4.807277e+05
2.166580e-03 2.344316e+02 7.267633e+01 4.765638e+05 3.501185e+02 4.799516e+05
2.167458e-03 2.343767e+02 7.259808e+01 4.763072e+05 3.498877e+02 4.791767e+05
2.168336e-03 2.343219e+02 7.251990e+01 4.760507e+05 3.496571e+02 4.784029e+05
2.169214e-03 2.342670e+02 7.244180e+01 4.757943e+05 3.494265e+02 4.776303e+05
2.170092e-03 2.342121e+02 7.236377e+01 4.755379e+05 3.491960e+02 4.768588e+05
2.170970e-03 2.341572e+02 7.228582e+01 4.752817e+05 3.489656e+02 4.760885e+05
2.171848e-03 2.341023e+02 7.220794e+01 4.750256e+05 3.487353e+02 4.753193e+05
2.172725e-03 2.340474e+02 7.213013e+01 4.747696e+05 3.485051e+02 4.745513e+05
2.173603e-03 2.339925e+02 7.205240e+01 4.745138e+05 3.482750e+02 4.737844e+05
2.174481e-03 2.339375e+02 7.197474e+01 4.742580e+05 3.480450e+02 4.730186e+05
2.175359e-03 2.338826e+02 7.189716e+01 4.740023e+05 3.478151e+02 4.722540e+05
2.176237e-03 2.338276e+02 7.181965e+01 4.737467e+05 3.475853e+02 4.714905e+05
2.177115e-03 2.337727e+02 7.174222e+01 4.734913e+05 3.473556e+02 4.707282e+05
2.177993e-03 2.337177e+02 7.166485e+01 4.732359e+05 3.471259e+02 4.699670e+05
2.178871e-03 2.336627e+02 7.158756e+01 4.729806e+05 3.468964e+02 4.692069e+05
2.179749e-03 2.336077e+02 7.151035e+01 4.727255e+05 3.466670e+02 4.684480e+05
2.180627e-03 2.335527e+02 7.143321e+01 4.724704e+05 3.464376e+02 4.676902e+05
2.181505e-03 2.334977e+02 7.135614e+01 4.722155e+05 3.462084e+02 4.669335e+05
2.182383e-03 2.334426e+02 7.127915e+01 4.719607e+05 3.459793e+02 4.661780e+05
2.183261e-03 2.333876e+02 7.120223e+01 4.717059e+05 3.457502e+02 4.654236e+05
2.184139e-03 2.333326e+02 7.112538e+01 4.714513e+05 3.455213e+02 4.646703e+05
2.185017e-03 2.332775e+02 7.104861e+01 4.711968e+05 3.452924e+02 4.639182e+05
2.185894e-03 2.332224e+02 7.097191e+01 4.709424e+05 3.450637e+02 4.631671e+05
2.186772e-03 2.331673e+02 7.089528e+01 4.706881e+05 3.448350e+02 4.624172e+05
2.187650e-03 2.331123e+02 7.081873e+01 4.704339e+05 3.446064e+02 4.616685e+05
2.188528e-03 2.330572e+02 7.074225e+01 4.701798e+05 3.443780e+02 4.609208e+05
2.189406e-03 2.330020e+02 7.066585e+01 4.699258e+05 3.441496e+02 4.601743e+05
2.190284e-03 2.329469e+02 7.058951e+01 4.696720e+05 3.439213e+02 4.594289e+05
2.191162e-03 2.328918e+02 7.051325e+01 4.694182e+05 3.436932e+02 4.586846e+05
2.192040e-03 2.328367e+02 7.043707e+01 4.691645e+05 3.434651e+02 4.579414e+05
2.192918e-03 2.327815e+02 7.036096e+01 4.689110e+05 3.432371e+02 4.571994e+05
2.193796e-03 2.327264e+02 7.028492e+01 4.686575e+05 3.430092e+02 4.564584e+05
2.194674e-03 2.326712e+02 7.020895e+01 4.684042e+05 3.427815e+02 4.557186e+05
2.195552e-03 2.326160e+02 7.013306e+01 4.681510e+05 3.425538e+02 4.549799e+05
2.196430e-03 2.325608e+02 7.005724e+01 4.678979e+05 3.423262e+02 4.542423e+05
2.197308e-03 2.325056e+02 6.998149e+01 4.676448e+05 3.420987e+02 4.535058e+05
2.198185e-03 2.324504e+02 6.990582e+01 4.673919e+05 3.418713e+02 4.527704e+05
2.199063e-03 2.323952e+02 6.983022e+01 4.671391e+05 3.416440e+02 4.520361e+05
2.199941e-03 2.323400e+02 6.975469e+01 4.668864e+05 3.414168e+02 4.513029e+05
2.200819e-03 2.322848e+02 6.967924e+01 4.666338e+05 3.411898e+02 4.505708e+05
2.201697e-03 2.322295e+02 6.960386e+01 4.663814e+05 3.409628e+02 4.498399e+05
2.202575e-03 2.321743e+02 6.952855e+01 4.661290e+05 3.407359e+02 4.491100e+05
2.203453e-03 2.321190e+02 6.945331e+01 4.658767e+05 3.405091e+02 4.483812e+05
2.204331e-03 2.320637e+02 6.937815e+01 4.656246e+05 3.402824e+02 4.476536e+05
2.205209e-03 2.320085e+02 6.930306e+01 4.653725e+05 3.400558e+02 4.469270e+05
2.206087e-03 2.319532e+02 6.922804e+01 4.651206e+05 3.398293e+02 4.462015e+05
2.206965e-03 2.318979e+02 6.915310e+01 4.648687e+05 3.396029e+02 4.454772e+05
2.207843e-03 2.318426e+02 6.907823e+01 4.646170e+05 3.393766e+02 4.447539e+05
2.208721e-03 2.317873e+02 6.900343e+01 4.643654e+05 3.391504e+02 4.440317e+05
2.209599e-03 2.317319e+02 6.892870e+01 4.641139e+05 3.389243e+02 4.433106e+05
2.210477e-03 2.316766e+02 6.885405e+01 4.638625e+05 3.386983e+02 4.425906e+05
2.211354e-03 2.316213e+02 6.877947e+01 4.636112e+05 3.384724e+02 4.418717e+05
2.212232e-03 2.315659e+02 6.870496e+01 4.633600e+05 3.382466e+02 4.411539e+05
2.213110e-03 2.315106e+02 6.863052e+01 4.631090e+05 3.380209e+02 4.404372e+05
2.213988e-03 2.314552e+02 6.855616e+01 4.628580e+05 3.377953e+02 4.397215e+05
2.214866e-03 2.313998e+02 6.848187e+01 4.626071e+05 3.375698e+02 4.390069e+05
2.215744e-03 2.313445e+02 6.840765e+01 4.623564e+05 3.373444e+02 4.382935e+05
2.216622e-03 2.312891e+02 6.833351e+01 4.621057e+05 3.371191e+02 4.375811e+05
2.217500e-03 2.312337e+02 6.825943e+01 4.618552e+05 3.368939e+02 4.368698e+05
2.218378e-03 2.311783e+02 6.818543e+01 4.616048e+05 3.366688e+02 4.361595e+05
2.219256e-03 2.311228e+02 6.811150e+01 4.613545e+05 3.364438e+02 4.354504e+05
2.220134e-03 2.310674e+02 6.803765e+01 4.611043e+05 3.362189e+02 4.347423e+05
2.221012e-03 2.310120e+02 6.796386e+01 4.608542e+05 3.359941e+02 4.340353e+05
2.221890e-03 2.309565e+02 6.789015e+01 4.606042e+05 3.357694e+02 4.333294e+05
2.222768e-03 2.309011e+02 6.781651e+01 4.603543e+05 3.355448e+02 4.326245e+05
2.223645e-03 2.308456e+02 6.774294e+01 4.601046e+05 3.353203e+02 4.319207e+05
2.224523e-03 2.307902e+02 6.766945e+01 4.598549e+05 3.350959e+02 4.312180e+05
2.225401e-03 2.307347e+02 6.759602e+01 4.596053e+05 3.348717e+02 4.305164e+05
2.226279e-03 2.306792e+02 6.752267e+01 4.593559e+05 3.346475e+02 4.298158e+05
2.227157e-03 2.306237e+02 6.744939e+01 4.591066e+05 3.344234e+02 4.291163e+05
2.228035e-03 2.305682e+02 6.737618e+01 4.588574e+05 3.341994e+02 4.284179e+05
2.228913e-03 2.305127e+02 6.730305e+01 4.586083e+05 3.339755e+02 4.277205e+05
2.229791e-03 2.304572e+02 6.722999e+01 4.583593e+05 3.337517e+02 4.270242e+05
2.230669e-03 2.304017e+02 6.715699e+01 4.581104e+05 3.335281e+02 4.263290e+05
2.231547e-03 2.303462e+02 6.708407e+01 4.578616e+05 3.333045e+02 4.256348e+05
2.232425e-03 2.302906e+02 6.701123e+01 4.576129e+05 3.330810e+02 4.249416e+05
2.233303e-03 2.302351e+02 6.693845e+01 4.573644e+05 3.328576e+02 4.242496e+05
2.234181e-03 2.301795e+02 6.686575e+01 4.571159e+05 3.326344e+02 4.235586e+05
2.235059e-03 2.301240e+02 6.679311e+01 4.568676e+05 3.324112e+02 4.228686e+05
2.235937e-03 2.300684e+02 6.672055e+01 4.566193e+05 3.321881e+02 4.221797e+05
2.236814e-03 2.300129e+02 6.664806e+01 4.563712e+05 3.319652e+02 4.214919e+05
2.237692e-03 2.299573e+02 6.657564e+01 4.561232e+05 3.317423e+02 4.208051e+05
2.238570e-03 2.299017e+02 6.650330e+01 4.558753e+05 3.315196e+02 4.201194e+05
2.239448e-03 2.298461e+02 6.643102e+01 4.556275e+05 3.312969e+02 4.194347e+05
2.240326e-03 2.297905e+02 6.635882e+01 4.553798e+05 3.310744e+02 4.187511e+05
2.241204e-03 2.297349e+02 6.628669e+01 4.551323e+05 3.308519e+02 4.180685e+05
2.242082e-03 2.296793e+02 6.621463e+01 4.548848e+05 3.306296e+02 4.173869e+05
2.242960e-03 2.296236e+02 6.614264e+01 4.546375e+05 3.304073e+02 4.167064e+05
2.243838e-03 2.295680e+02 6.607072e+01 4.543902e+05 3.301852e+02 4.160270e+05
2.244716e-03 2.295124e+02 6.599888e+01 4.541431e+05 3.299632e+02 4.153486e+05
2.245594e-03 2.294567e+02 6.592710e+01 4.538961e+05 3.297412e+02 4.146712e+05
2.246472e-03 2.294011e+02 6.585540e+01 4.536492e+05 3.295194e+02 4.139949e+05
2.247350e-03 2.293454e+02 6.578376e+01 4.534024e+05 3.292977e+02 4.133196e+05
2.248228e-03 2.292897e+02 6.571220e+01 4.531557e+05 3.290761e+02 4.126454e+05
2.249105e-03 2.292341e+02 6.564071e+01 4.529092e+05 3.288546e+02 4.119722e+05
2.249983e-03 2.291784e+02 6.556929e+01 4.526627e+05 3.286332e+02 4.113000e+05
2.250861e-03 2.291227e+02 6.549795e+01 4.524164e+05 3.284118e+02 4.106288e+05
2.251739e-03 2.290670e+02 6.542667e+01 4.521701e+05 3.281906e+02 4.099587e+05
2.252617e-03 2.290113e+02 6.535546e+01 4.519240e+05 3.279695e+02 4.092897e+05
2.253495e-03 2.289556e+02 6.528433e+01 4.516780e+05 3.277486e+02 4.086216e+05
2.254373e-03 2.288999e+02 6.521326e+01 4.514321e+05 3.275277e+02 4.079546e+05
2.255251e-03 2.288442e+02 6.514227e+01 4.511863e+05 3.273069e+02 4.072886e+05
2.256129e-03 2.287885e+02 6.507135e+01 4.509406e+05 3.270862e+02 4.066237e+05
2.257007e-03 2.287327e+02 6.500050e+01 4.506951e+05 3.268656e+02 4.059597e+05
2.257885e-03 2.286770e+02 6.492972e+01 4.504496e+05 3.266452e+02 4.052968e+05
2.258763e-03 2.286212e+02 6.485901e+01 4.502043e+05 3.264248e+02 4.046349e+05
2.259641e-03 2.285655e+02 6.478837e+01 4.499590e+05 3.262045e+02 4.039741e+05
2.260519e-03 2.285097e+02 6.471780e+01 4.497139e+05 3.259844e+02 4.033142e+05
2.261397e-03 2.284540e+02 6.464730e+01 4.494689e+05 3.257643e+02 4.026554e+05
2.262274e-03 2.283982e+02 6.457688e+01 4.492240e+05 3.255444e+02 4.019976e+05
2.263152e-03 2.283424e+02 6.450652e+01 4.489792e+05 3.253245e+02 4.013408e+05
2.264030e-03 2.282866e+02 6.443623e+01 4.487346e+05 3.251048e+02 4.006850e+05
2.264908e-03 2.282309e+02 6.436602e+01 4.484900e+05 3.248852e+02 4.000303e+05
2.265786e-03 2.281751e+02 6.429587e+01 4.482456e+05 3.246657e+02 3.993766e+05
2.266664e-03 2.281193e+02 6.422580e+01 4.480012e+05 3.244462e+02 3.987238e+05
2.267542e-03 2.280635e+02 6.415580e+01 4.477570e+05 3.242269e+02 3.980721e+05
2.268420e-03 2.280076e+02 6.408586e+01 4.475129e+05 3.240077e+02 3.974214e+05
2.269298e-03 2.279518e+02 6.401600e+01 4.472689e+05 3.237886e+02 3.967717e+05
2.270176e-03 2.278960e+02 6.394621e+01 4.470250e+05 3.235696e+02 3.961230e+05
2.271054e-03 2.278402e+02 6.387648e+01 4.467812e+05 3.233508e+02 3.954753e+05
2.271932e-03 2.277843e+02 6.380683e+01 4.465376e+05 3.231320e+02 3.948286e+05
2.272810e-03 2.277285e+02 6.373725e+01 4.462940e+05 3.229133e+02 3.941830e+05
2.273688e-03 2.276726e+02 6.366774e+01 4.460506e+05 3.226947e+02 3.935383e+05
2.274565e-03 2.276168e+02 6.359829e+01 4.458073e+05 3.224763e+02 3.928946e+05
2.275443e-03 2.275609e+02 6.352892e+01 4.455641e+05 3.222579e+02 3.922520e+05
2.276321e-03 2.275051e+02 6.345962e+01 4.453210e+05 3.220397e+02 3.916103e+05
2.277199e-03 2.274492e+02 6.339039e+01 4.450780e+05 3.218215e+02 3.909696e+05
2.278077e-03 2.273933e+02 6.332123e+01 4.448351e+05 3.216035e+02 3.903299e+05
2.278955e-03 2.273374e+02 6.325213e+01 4.445924e+05 3.213856e+02 3.896913e+05
2.279833e-03 2.272816e+02 6.318311e+01 4.443497e+05 3.211677e+02 3.890536e+05
2.280711e-03 2.272257e+02 6.311416e+01 4.441072e+05 3.209500e+02 3.884169e+05
2.281589e-03 2.271698e+02 6.304528e+01 4.438648e+05 3.207324e+02 3.877812e+05
2.282467e-03 2.271139e+02 6.297647e+01 4.436225e+05 3.205149e+02 3.871465e+05
2.283345e-03 2.270580e+02 6.290772e+01 4.433803e+05 3.202975e+02 3.865127e+05
2.284223e-03 2.270021e+02 6.283905e+01 4.431382e+05 3.200802e+02 3.858800e+05
2.285101e-03 2.269461e+02 6.277045e+01 4.428963e+05 3.198631e+02 3.852483e+05
2.285979e-03 2.268902e+02 6.270191e+01 4.426544e+05 3.196460e+02 3.846175e+05
2.286857e-03 2.268343e+02 6.263345e+01 4.424127e+05 3.194290e+02 3.839877e+05
2.287734e-03 2.267784e+02 6.256505e+01 4.421711e+05 3.192122e+02 3.833589e+05
2.288612e-03 2.267224e+02 6.249673e+01 4.419295e+05 3.189954e+02 3.827311e+05
2.289490e-03 2.266665e+02 6.242847e+01 4.416882e+05 3.187788e+02 3.821043e+05
2.290368e-03 2.266105e+02 6.236028e+01 4.414469e+05 3.185623e+02 3.814784e+05
2.291246e-03 2.265546e+02 6.229217e+01 4.412057e+05 3.183458e+02 3.808536e+05
2.292124e-03 2.264986e+02 6.222412e+01 4.409647e+05 3.181295e+02 3.802297e+05
2.293002e-03 2.264427e+02 6.215614e+01 4.407237e+05 3.179133e+02 3.796067e+05
2.293880e-03 2.263867e+02 6.208823e+01 4.404829e+05 3.176972e+02 3.789848e+05
2.294758e-03 2.263307e+02 6.202039e+01 4.402422e+05 3.174812e+02 3.783638e+05
2.295636e-03 2.262748e+02 6.195262e+01 4.400016e+05 3.172653e+02 3.777438e+05
2.296514e-03 2.262188e+02 6.188492e+01 4.397611e+05 3.170496e+02 3.771248e+05
2.297392e-03 2.261628e+02 6.181729e+01 4.395207e+05 3.168339e+02 3.765068e+05
2.298270e-03 2.261068e+02 6.174972e+01 4.392805e+05 3.166183e+02 3.758897e+05
2.299148e-03 2.260508e+02 6.168223e+01 4.390403e+05 3.164029e+02 3.752735e+05
2.300025e-03 2.259948e+02 6.161481e+01 4.388003e+05 3.161876e+02 3.746584e+05
2.300903e-03 2.259388e+02 6.154745e+01 4.385604e+05 3.159723e+02 3.740442e+05
2.301781e-03 2.258828e+02 6.148016e+01 4.383206e+05 3.157572e+02 3.734310e+05
2.302659e-03 2.258268e+02 6.141294e+01 4.380809e+05 3.155422e+02 3.728187e+05
2.303537e-03 2.257708e+02 6.134579e+01 4.378414e+05 3.153273e+02 3.722074e+05
2.304415e-03 2.257148e+02 6.127871e+01 4.376019e+05 3.151125e+02 3.715971e+05
2.305293e-03 2.256588e+02 6.121170e+01 4.373626e+05 3.148978e+02 3.709877e+05
2.306171e-03 2.256027e+02 6.114476e+01 4.371233e+05 3.146832e+02 3.703793e+05
2.307049e-03 2.255467e+02 6.107788e+01 4.368842e+05 3.144688e+02 3.697718e+05
2.307927e-03 2.254907e+02 6.101108e+01 4.366452e+05 3.142544e+02 3.691653e+05
2.308805e-03 2.254346e+02 6.094434e+01 4.364064e+05 3.140402e+02 3.685598e+05
2.309683e-03 2.253786e+02 6.087767e+01 4.361676e+05 3.138260e+02 3.679552e+05
2.310561e-03 2.253226e+02 6.081107e+01 4.359289e+05 3.136120e+02 3.673515e+05
2.311439e-03 2.252665e+02 6.074454e+01 4.356904e+05 3.133981e+02 3.667488e+05
2.312317e-03 2.252105e+02 6.067808e+01 4.354520e+05 3.131843e+02 3.661471e+05
2.313194e-03 2.251544e+02 6.061169e+01 4.352137e+05 3.129706e+02 3.655463e+05
2.314072e-03 2.250983e+02 6.054536e+01 4.349755e+05 3.127570e+02 3.649464e+05
2.314950e-03 2.250423e+02 6.047910e+01 4.347374e+05 3.125435e+02 3.643475e+05
2.315828e-03 2.249862e+02 6.041291e+01 4.344995e+05 3.123302e+02 3.637496e+05
2.316706e-03 2.249301e+02 6.034679e+01 4.342616e+05 3.121169e+02 3.631526e+05
2.317584e-03 2.248741e+02 6.028074e+01 4.340239e+05 3.119038e+02 3.625565e+05
2.318462e-03 2.248180e+02 6.021475e+01 4.337863e+05 3.116907e+02 3.619613e+05
2.319340e-03 2.247619e+02 6.014884e+01 4.335488e+05 3.114778e+02 3.613672e+05
2.320218e-03 2.247058e+02 6.008299e+01 4.333114e+05 3.112650e+02 3.607739e+05
2.321096e-03 2.246497e+02 6.001721e+01 4.330741e+05 3.110523e+02 3.601816e+05
2.321974e-03 2.245937e+02 5.995150e+01 4.328370e+05 3.108397e+02 3.595902e+05
2.322852e-03 2.245376e+02 5.988585e+01 4.326000e+05 3.106272e+02 3.589998e+05
2.323730e-03 2.244815e+02 5.982028e+01 4.323630e+05 3.104148e+02 3.584103e+05
2.324608e-03 2.244254e+02 5.975477e+01 4.321262e+05 3.102026e+02 3.578217e+05
2.325485e-03 2.243693e+02 5.968933e+01 4.318895e+05 3.099904e+02 3.572341e+05
2.326363e-03 2.243132e+02 5.962396e+01 4.316530e+05 3.097784e+02 3.566473e+05
2.327241e-03 2.242570e+02 5.955865e+01 4.314165e+05 3.095665e+02 3.560616e+05
2.328119e-03 2.242009e+02 5.949342e+01 4.311802e+05 3.093546e+02 3.554767e+05
2.328997e-03 2.241448e+02 5.942825e+01 4.309440e+05 3.091429e+02 3.548928e+05
2.329875e-03 2.240887e+02 5.936315e+01 4.307078e+05 3.089313e+02 3.543098e+05
2.330753e-03 2.240326e+02 5.929811e+01 4.304719e+05 3.087199e+02 3.537277e+05
2.331631e-03 2.239765e+02 5.923315e+01 4.302360e+05 3.085085e+02 3.531466e+05
2.332509e-03 2.239203e+02 5.916825e+01 4.300002e+05 3.082972e+02 3.525663e+05
2.333387e-03 2.238642e+02 5.910342e+01 4.297646e+05 3.080861e+02 3.519870e+05
2.334265e-03 2.238081e+02 5.903865e+01 4.295291e+05 3.078751e+02 3.514086e+05
2.335143e-03 2.237519e+02 5.897396e+01 4.292936e+05 3.076641e+02 3.508312e+05
2.336021e-03 2.236958e+02 5.890933e+01 4.290583e+05 3.074533e+02 3.502546e+05
2.336899e-03 2.236397e+02 5.884477e+01 4.288232e+05 3.072426e+02 3.496790e+05
2.337777e-03 2.235835e+02 5.878027e+01 4.285881e+05 3.070320e+02 3.491043e+05
2.338654e-03 2.235274e+02 5.871584e+01 4.283532e+05 3.068216e+02 3.485305e+05
2.339532e-03 2.234712e+02 5.865148e+01 4.281183e+05 3.066112e+02 3.479576e+05
2.340410e-03 2.234151e+02 5.858719e+01 4.278836e+05 3.064009e+02 3.473856e+05
2.341288e-03 2.233589e+02 5.852297e+01 4.276490e+05 3.061908e+02 3.468145e+05
2.342166e-03 2.233028e+02 5.845881e+01 4.274145e+05 3.059808e+02 3.462443e+05
2.343044e-03 2.232466e+02 5.839472e+01 4.271802e+05 3.057708e+02 3.456751e+05
2.343922e-03 2.231905e+02 5.833069e+01 4.269459e+05 3.055610e+02 3.451067e+05
2.344800e-03 2.231343e+02 5.826673e+01 4.267118e+05 3.053513e+02 3.445393e+05
2.345678e-03 2.230781e+02 5.820284e+01 4.264778e+05 3.051418e+02 3.439728e+05
2.346556e-03 2.230220e+02 5.813902e+01 4.262439e+05 3.049323e+02 3.434071e+05
2.347434e-03 2.229658e+02 5.807526e+01 4.260101e+05 3.047229e+02 3.428424e+05
2.348312e-03 2.229096e+02 5.801157e+01 4.257764e+05 3.045137e+02 3.422785e+05
2.349190e-03 2.228535e+02 5.794794e+01 4.255429e+05 3.043046e+02 3.417156e+05
2.350068e-03 2.227973e+02 5.788439e+01 4.253094e+05 3.040955e+02 3.411536e+05
2.350945e-03 2.227411e+02 5.782090e+01 4.250761e+05 3.038866e+02 3.405924e+05
2.351823e-03 2.226849e+02 5.775747e+01 4.248429e+05 3.036778e+02 3.400322e+05
2.352701e-03 2.226287e+02 5.769411e+01 4.246098e+05 3.034691e+02 3.394728e+05
2.353579e-03 2.225726e+02 5.763082e+01 4.243769e+05 3.032606e+02 3.389143e+05
2.354457e-03 2.225164e+02 5.756760e+01 4.241440e+05 3.030521e+02 3.383568e+05
2.355335e-03 2.224602e+02 5.750444e+01 4.239113e+05 3.028438e+02 3.378001e+05
2.356213e-03 2.224040e+02 5.744134e+01 4.236786e+05 3.026355e+02 3.372443e+05
2.357091e-03 2.223478e+02 5.737832e+01 4.234461e+05 3.024274e+02 3.366894e+05
2.357969e-03 2.222916e+02 5.731536e+01 4.232138e+05 3.022194e+02 3.361354e+05
2.358847e-03 2.222354e+02 5.725246e+01 4.229815e+05 3.020115e+02 3.355823e+05
2.359725e-03 2.221792e+02 5.718963e+01 4.227493e+05 3.018037e+02 3.350300e+05
2.360603e-03 2.221230e+02 5.712687e+01 4.225173e+05 3.015960e+02 3.344786e+05
2.361481e-03 2.220668e+02 5.706417e+01 4.222854e+05 3.013885e+02 3.339282e+05
2.362359e-03 2.220106e+02 5.700154e+01 4.220536e+05 3.011810e+02 3.333786e+05
2.363237e-03 2.219544e+02 5.693898e+01 4.218219e+05 3.009737e+02 3.328298e+05
2.364114e-03 2.218982e+02 5.687648e+01 4.215903e+05 3.007664e+02 3.322820e+05
2.364992e-03 2.218420e+02 5.681405e+01 4.213589e+05 3.005593e+02 3.317350e+05
2.365870e-03 2.217858e+02 5.675168e+01 4.211275e+05 3.003523e+02 3.311889e+05
2.366748e-03 2.217296e+02 5.668938e+01 4.208963e+05 3.001454e+02 3.306437e+05
2.367626e-03 2.216734e+02 5.662714e+01 4.206652e+05 2.999387e+02 3.300994e+05
2.368504e-03 2.216171e+02 5.656497e+01 4.204342e+05 2.997320e+02 3.295559e+05
2.369382e-03 2.215609e+02 5.650287e+01 4.202034e+05 2.995255e+02 3.290133e+05
2.370260e-03 2.215047e+02 5.644083e+01 4.199726e+05 2.993190e+02 3.284716e+05
2.371138e-03 2.214485e+02 5.637886e+01 4.197420e+05 2.991127e+02 3.279307e+05
2.372016e-03 2.213923e+02 5.631695e+01 4.195115e+05 2.989065e+02 3.273908e+05
2.372894e-03 2.213361e+02 5.625511e+01 4.192811e+05 2.987004e+02 3.268516e+05
2.373772e-03 2.212798e+02 5.619333e+01 4.190508e+05 2.984944e+02 3.263134e+05
2.374650e-03 2.212236e+02 5.613162e+01 4.188206e+05 2.982886e+02 3.257760e+05
2.375528e-03 2.211674e+02 5.606998e+01 4.185906e+05 2.980828e+02 3.252395e+05
2.376405e-03 2.211112e+02 5.600840e+01 4.183606e+05 2.978772e+02 3.247039e+05
2.377283e-03 2.210550e+02 5.594689e+01 4.181308e+05 2.976717e+02 3.241691e+05
2.378161e-03 2.209987e+02 5.588544e+01 4.179012e+05 2.974663e+02 3.236352e+05
2.379039e-03 2.209425e+02 5.582406e+01 4.176716e+05 2.972610e+02 3.231021e+05
2.379917e-03 2.208863e+02 5.576274e+01 4.174421e+05 2.970559e+02 3.225699e+05
2.380795e-03 2.208301e+02 5.570149e+01 4.172128e+05 2.968508e+02 3.220386e+05
2.381673e-03 2.207738e+02 5.564030e+01 4.169836e+05 2.966459e+02 3.215081e+05
2.382551e-03 2.207176e+02 5.557918e+01 4.167545e+05 2.964411e+02 3.209785e+05
2.383429e-03 2.206614e+02 5.551813e+01 4.165255e+05 2.962364e+02 3.204497e+05
2.384307e-03 2.206052e+02 5.545714e+01 4.162967e+05 2.960318e+02 3.199218e+05
2.385185e-03 2.205490e+02 5.539622e+01 4.160680e+05 2.958273e+02 3.193948e+05
2.386063e-03 2.204927e+02 5.533536e+01 4.158394e+05 2.956230e+02 3.188686e+05
2.386941e-03 2.204365e+02 5.527457e+01 4.156109e+05 2.954188e+02 3.183433e+05
2.387819e-03 2.203803e+02 5.521384e+01 4.153825e+05 2.952147e+02 3.178188e+05
2.388697e-03 2.203241e+02 5.515318e+01 4.151543e+05 2.950107e+02 3.172952e+05
2.389574e-03 2.202679e+02 5.509259e+01 4.149261e+05 2.948068e+02 3.167725e+05
2.390452e-03 2.202117e+02 5.503206e+01 4.146981e+05 2.946031e+02 3.162506e+05
2.391330e-03 2.201555e+02 5.497160e+01 4.144703e+05 2.943995e+02 3.157295e+05
2.392208e-03 2.200993e+02 5.491120e+01 4.142425e+05 2.941960e+02 3.152093e+05
2.393086e-03 2.200431e+02 5.485087e+01 4.140149e+05 2.939926e+02 3.146900e+05
2.393964e-03 2.199869e+02 5.479060e+01 4.137874e+05 2.937893e+02 3.141715e+05
2.394842e-03 2.199307e+02 5.473040e+01 4.135600e+05 2.935862e+02 3.136539e+05
2.395720e-03 2.198745e+02 5.467027e+01 4.133328e+05 2.933832e+02 3.131371e+05
2.396598e-03 2.198183e+02 5.461020e+01 4.131056e+05 2.931803e+02 3.126212e+05
2.397476e-03 2.197621e+02 5.455020e+01 4.128786e+05 2.929776e+02 3.121061e+05
2.398354e-03 2.197059e+02 5.449027e+01 4.126517e+05 2.927749e+02 3.115918e+05
2.399232e-03 2.196497e+02 5.443040e+01 4.124250e+05 2.925724e+02 3.110784e+05
2.400110e-03 2.195935e+02 5.437059e+01 4.121983e+05 2.923701e+02 3.105659e+05
2.400988e-03 2.195374e+02 5.431086e+01 4.119718e+05 2.921678e+02 3.100542e+05
2.401865e-03 2.194812e+02 5.425119e+01 4.117455e+05 2.919657e+02 3.095434e+05
2.402743e-03 2.194250e+02 5.419158e+01 4.115192e+05 2.917637e+02 3.090334e+05
2.403621e-03 2.193689e+02 5.413204e+01 4.112931e+05 2.915618e+02 3.085242e+05
2.404499e-03 2.193127e+02 5.407257e+01 4.110671e+05 2.913600e+02 3.080159e+05
2.405377e-03 2.192566e+02 5.401316e+01 4.108412e+05 2.911584e+02 3.075084e+05
2.406255e-03 2.192004e+02 5.395382e+01 4.106154e+05 2.909569e+02 3.070018e+05
